c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 121 131 0 40 128
a 130 141 0 10202 200
a 130 240 0 57 66
a 135 29 0 10202 177
a 135 296 0 10202 200
a 135 148 0 57 39
a 135 179 0 17 176
a 135 109 0 72 190
a 135 231 0 66 61
a 135 215 0 65 72
a 135 86 0 69 164
a 135 19 0 39 6
a 135 253 0 52 101
a 135 49 0 84 108
a 135 10 0 98 109
a 135 242 0 46 180
a 138 188 0 10202 20
a 138 10 0 32 112
a 138 66 0 84 187
a 138 268 0 83 25
a 138 107 0 11 28
a 138 136 0 92 58
a 138 59 0 85 12
a 141 272 0 10202 54
a 141 179 0 46 186
a 156 33 0 10202 200
a 156 261 0 93 10
a 156 159 0 57 141
a 156 70 0 43 102
a 169 295 0 10202 170
a 169 19 0 58 96
a 169 241 0 95 85
a 169 186 0 68 193
a 169 296 0 90 177
a 169 70 0 60 109
a 169 284 0 49 76
a 169 131 0 90 28
a 169 152 0 92 165
a 169 93 0 26 147
a 169 208 0 79 103
a 169 58 0 10 87
a 172 113 0 10202 4
a 172 151 0 19 115
a 172 21 0 99 48
a 172 242 0 87 96
a 172 164 0 51 120
a 172 238 0 68 44
a 172 41 0 34 188
a 172 19 0 44 143
a 172 156 0 93 70
a 172 76 0 45 195
a 172 89 0 91 164
a 172 36 0 81 97
a 175 259 0 10202 200
a 175 196 0 21 81
a 175 217 0 19 134
a 175 63 0 90 85
a 175 291 0 94 111
a 175 228 0 61 38
a 175 253 0 38 57
a 175 143 0 18 145
a 175 145 0 71 73
a 185 198 0 10202 87
a 185 48 0 48 100
a 188 9 0 10202 84
a 188 296 0 50 175
a 188 209 0 19 200
a 188 282 0 91 170
a 188 167 0 68 92
a 188 125 0 81 94
a 188 140 0 84 129
a 188 233 0 42 101
a 188 109 0 92 139
a 188 300 0 54 30
a 198 39 0 10202 200
a 198 262 0 61 143
a 198 85 0 70 105
a 198 102 0 75 163
a 198 103 0 43 60
a 198 167 0 40 198
a 198 101 0 11 55
a 198 40 0 53 80
a 208 65 0 10202 200
a 208 287 0 52 178
a 208 188 0 77 44
a 208 109 0 31 151
a 208 289 0 28 38
a 228 102 0 10202 200
a 228 81 0 79 191
a 228 280 0 57 64
a 228 114 0 47 84
a 228 217 0 100 168
a 228 49 0 27 178
a 228 28 0 85 152
a 228 180 0 15 27
a 228 238 0 98 74
a 228 256 0 71 182
a 228 183 0 31 200
a 228 128 0 41 26
a 229 50 0 10202 5
a 229 183 0 85 119
a 229 207 0 62 45
a 229 135 0 81 160
a 229 293 0 88 186
a 229 231 0 11 169
a 229 189 0 35 90
a 229 115 0 52 104
a 229 266 0 34 183
a 229 270 0 20 75
a 236 12 0 10202 200
a 236 78 0 64 165
a 236 101 0 61 31
a 236 227 0 99 186
a 236 41 0 13 14
a 236 264 0 60 111
a 236 262 0 88 11
a 236 152 0 40 32
a 255 71 0 10202 200
a 255 147 0 51 184
a 255 60 0 31 6
a 255 108 0 94 17
a 255 99 0 29 27
a 255 169 0 93 85
a 255 297 0 73 124
a 255 213 0 13 6
a 259 208 0 10202 200
a 259 33 0 70 125
a 259 113 0 13 135
a 259 275 0 90 152
a 259 182 0 55 64
a 259 72 0 89 157
a 259 213 0 15 12
a 259 174 0 62 40
a 259 270 0 22 192
a 259 70 0 52 64
a 259 278 0 66 172
a 272 74 0 10202 25
a 272 128 0 13 156
a 272 113 0 13 99
a 272 58 0 87 62
a 281 130 0 10202 78
a 281 106 0 65 191
a 281 69 0 88 192
a 281 166 0 45 149
a 281 78 0 27 197
a 6 286 0 28272 47
a 6 128 0 26 60
a 6 119 0 37 93
a 6 235 0 58 140
a 6 268 0 57 171
a 6 44 0 37 73
a 6 135 0 68 73
a 6 40 0 88 96
a 6 208 0 20 151
a 6 296 0 46 180
a 23 89 0 28272 200
a 23 284 0 99 89
a 23 52 0 39 125
a 23 21 0 86 189
a 23 152 0 96 126
a 23 236 0 76 78
a 23 242 0 52 12
a 23 182 0 54 115
a 23 281 0 86 128
a 24 278 0 28272 177
a 24 50 0 47 150
a 24 136 0 17 105
a 24 103 0 42 198
a 24 36 0 59 137
a 54 182 0 28272 200
a 54 53 0 51 85
a 54 163 0 36 101
a 54 245 0 28 89
a 54 211 0 28 5
a 54 288 0 88 54
a 54 43 0 60 188
a 54 99 0 54 40
a 54 181 0 38 136
a 54 125 0 95 7
a 54 235 0 61 137
a 73 179 0 28272 200
a 73 241 0 87 168
a 73 255 0 49 199
a 73 59 0 25 103
a 73 10 0 76 29
a 73 246 0 28 195
a 73 156 0 57 8
a 73 102 0 49 177
a 77 73 0 28272 172
a 77 230 0 44 86
a 77 107 0 71 132
a 77 11 0 62 123
a 77 223 0 31 86
a 77 155 0 80 20
a 77 216 0 84 92
a 77 126 0 32 69
a 77 104 0 44 110
a 89 293 0 28272 200
a 89 176 0 28272 200
a 89 126 0 73 108
a 89 220 0 21 12
a 89 219 0 40 167
a 95 187 0 28272 157
a 95 131 0 19 14
a 95 86 0 23 99
a 95 67 0 46 93
a 95 225 0 76 93
a 95 230 0 14 190
a 95 42 0 84 187
a 95 181 0 61 100
a 95 36 0 11 161
a 107 194 0 28272 200
a 107 208 0 97 98
a 107 182 0 59 136
a 107 198 0 82 133
a 107 177 0 94 182
a 107 211 0 61 61
a 107 53 0 30 119
a 119 197 0 28272 200
a 119 173 0 53 33
a 119 128 0 100 46
a 119 78 0 68 147
a 119 211 0 42 66
a 119 218 0 90 42
a 119 288 0 55 36
a 119 114 0 42 24
a 119 287 0 23 42
a 131 134 0 28272 200
a 131 279 0 34 168
a 131 169 0 80 142
a 131 189 0 15 34
a 134 24 0 28272 200
a 134 168 0 83 174
a 134 201 0 75 176
a 134 227 0 80 179
a 134 181 0 40 113
a 134 233 0 55 54
a 134 269 0 97 161
a 134 290 0 16 41
a 134 18 0 96 66
a 134 288 0 50 87
a 134 230 0 21 86
a 167 95 0 28272 200
a 167 73 0 73 26
a 167 202 0 29 170
a 171 284 0 28272 148
a 171 143 0 36 100
a 171 135 0 69 2
a 171 157 0 55 167
a 171 295 0 51 14
a 176 258 0 28272 185
a 176 144 0 38 55
a 176 179 0 63 48
a 176 225 0 32 103
a 178 107 0 28272 3
a 178 47 0 84 182
a 178 230 0 32 46
a 178 113 0 40 141
a 178 192 0 43 135
a 179 23 0 28272 200
a 179 238 0 78 16
a 179 124 0 86 163
a 179 276 0 88 33
a 179 15 0 66 133
a 179 178 0 67 174
a 182 119 0 28272 200
a 182 75 0 87 155
a 182 20 0 36 112
a 182 108 0 36 199
a 182 127 0 73 31
a 182 203 0 95 37
a 182 173 0 15 30
a 187 207 0 28272 200
a 187 29 0 69 34
a 194 167 0 28272 200
a 194 119 0 23 28
a 194 35 0 36 162
a 194 105 0 46 109
a 194 270 0 99 103
a 194 282 0 23 196
a 194 162 0 74 116
a 194 190 0 51 110
a 194 74 0 84 63
a 194 157 0 72 136
a 197 291 0 28272 200
a 197 172 0 89 173
a 197 243 0 88 5
a 197 206 0 24 106
a 197 272 0 36 179
a 197 25 0 63 147
a 197 19 0 51 72
a 201 178 0 28272 200
a 201 101 0 58 23
a 201 161 0 17 16
a 201 126 0 27 132
a 201 279 0 20 12
a 201 97 0 57 108
a 201 89 0 97 132
a 201 233 0 51 139
a 207 222 0 28272 200
a 207 283 0 67 26
a 207 64 0 72 31
a 207 134 0 89 121
a 207 91 0 41 41
a 207 186 0 43 161
a 207 210 0 66 79
a 207 193 0 73 9
a 207 227 0 75 177
a 207 156 0 97 44
a 222 131 0 28272 84
a 222 253 0 66 37
a 222 268 0 98 190
a 232 201 0 28272 200
a 232 197 0 73 111
a 232 260 0 28 20
a 232 140 0 33 18
a 232 69 0 28 174
a 232 187 0 47 108
a 232 279 0 26 56
a 232 282 0 48 93
a 232 283 0 67 149
a 258 171 0 28272 200
a 258 298 0 78 9
a 258 110 0 54 83
a 260 295 0 28272 200
a 260 237 0 69 141
a 260 211 0 14 107
a 260 129 0 46 54
a 260 21 0 33 83
a 260 173 0 50 87
a 263 232 0 28272 12
a 263 279 0 10 153
a 263 186 0 33 123
a 263 172 0 73 95
a 263 100 0 83 100
a 278 77 0 28272 136
a 278 125 0 93 182
a 278 157 0 17 54
a 278 140 0 14 34
a 278 183 0 45 81
a 284 260 0 28272 57
a 284 11 0 70 140
a 284 254 0 30 58
a 284 40 0 20 41
a 284 35 0 94 147
a 284 66 0 88 165
a 284 49 0 60 34
a 284 266 0 97 123
a 284 212 0 38 108
a 284 182 0 54 18
a 286 54 0 28272 111
a 286 293 0 100 137
a 286 127 0 25 30
a 286 48 0 56 76
a 291 263 0 28272 149
a 291 280 0 35 50
a 291 283 0 68 89
a 291 61 0 36 30
a 291 272 0 57 194
a 291 264 0 91 120
a 291 51 0 54 195
a 7 28 0 6505 200
a 7 134 0 13 161
a 7 240 0 78 36
a 7 169 0 95 106
a 18 76 0 6505 115
a 18 270 0 22 169
a 18 155 0 97 103
a 18 11 0 100 43
a 18 299 0 76 64
a 18 260 0 79 172
a 18 59 0 92 136
a 18 269 0 15 165
a 28 290 0 6505 200
a 28 10 0 24 36
a 28 192 0 21 71
a 28 60 0 38 72
a 28 275 0 58 105
a 28 46 0 93 195
a 28 133 0 68 96
a 34 122 0 6505 192
a 34 192 0 97 151
a 34 289 0 37 157
a 34 193 0 85 61
a 34 224 0 38 193
a 34 179 0 94 134
a 34 294 0 54 179
a 34 85 0 40 52
a 34 233 0 82 5
a 34 51 0 60 18
a 36 240 0 6505 109
a 36 66 0 94 165
a 36 152 0 77 92
a 36 277 0 54 170
a 36 131 0 91 87
a 36 20 0 91 70
a 36 250 0 22 49
a 36 295 0 61 6
a 36 92 0 50 192
a 36 217 0 83 59
a 41 133 0 6505 200
a 41 65 0 64 74
a 41 198 0 86 181
a 41 216 0 46 26
a 41 49 0 87 81
a 41 21 0 68 29
a 41 156 0 27 199
a 41 55 0 88 118
a 44 217 0 6505 200
a 44 114 0 25 108
a 44 187 0 22 33
a 44 181 0 57 55
a 44 298 0 33 97
a 44 283 0 86 57
a 44 237 0 69 31
a 44 69 0 72 169
a 51 245 0 6505 200
a 51 123 0 85 182
a 51 171 0 55 123
a 51 190 0 72 31
a 51 128 0 86 188
a 51 30 0 48 148
a 51 86 0 94 43
a 51 135 0 12 52
a 51 287 0 88 178
a 51 9 0 89 148
a 52 105 0 6505 42
a 52 245 0 67 27
a 53 34 0 6505 200
a 53 264 0 38 167
a 53 73 0 57 181
a 53 242 0 70 93
a 53 74 0 50 153
a 53 65 0 46 52
a 58 41 0 6505 200
a 58 82 0 57 178
a 58 62 0 95 59
a 58 36 0 76 87
a 58 126 0 35 39
a 58 288 0 28 70
a 58 70 0 29 122
a 61 58 0 6505 20
a 61 91 0 65 166
a 61 288 0 65 18
a 61 68 0 18 63
a 61 10 0 88 116
a 61 107 0 92 190
a 61 263 0 13 46
a 61 119 0 82 198
a 61 110 0 69 148
a 62 268 0 6505 200
a 62 83 0 42 146
a 76 99 0 6505 200
a 76 227 0 81 148
a 76 212 0 52 108
a 81 298 0 6505 200
a 81 202 0 20 119
a 81 100 0 31 63
a 81 94 0 58 197
a 81 249 0 43 59
a 81 187 0 72 133
a 81 237 0 44 54
a 81 63 0 82 116
a 97 177 0 6505 200
a 97 268 0 26 52
a 97 155 0 93 133
a 97 190 0 16 99
a 99 140 0 6505 200
a 99 163 0 83 57
a 99 189 0 21 18
a 99 67 0 13 68
a 99 222 0 28 43
a 99 194 0 12 174
a 99 224 0 45 25
a 99 100 0 44 159
a 99 138 0 90 144
a 99 59 0 59 128
a 99 12 0 55 40
a 105 165 0 6505 200
a 105 281 0 71 189
a 122 62 0 6505 200
a 122 67 0 70 143
a 122 18 0 21 103
a 122 114 0 25 101
a 122 287 0 92 52
a 122 9 0 86 86
a 122 54 0 43 131
a 128 283 0 6505 200
a 128 23 0 46 180
a 128 92 0 34 138
a 128 214 0 100 189
a 128 300 0 27 169
a 128 16 0 84 138
a 133 247 0 6505 49
a 133 57 0 94 82
a 133 166 0 27 19
a 133 243 0 65 181
a 133 9 0 73 110
a 140 128 0 6505 104
a 140 179 0 15 69
a 140 33 0 29 115
a 148 81 0 6505 200
a 148 133 0 52 132
a 148 210 0 88 49
a 148 52 0 97 168
a 148 72 0 29 38
a 148 194 0 96 39
a 148 44 0 98 104
a 158 166 0 6505 200
a 158 160 0 85 99
a 158 76 0 85 73
a 158 253 0 91 112
a 165 53 0 6505 200
a 165 36 0 67 29
a 165 19 0 26 171
a 165 92 0 77 181
a 165 196 0 68 120
a 165 222 0 71 20
a 165 240 0 94 52
a 165 41 0 70 80
a 165 65 0 96 159
a 166 97 0 6505 96
a 166 101 0 55 193
a 166 116 0 33 33
a 166 258 0 70 197
a 166 283 0 12 39
a 166 114 0 75 187
a 166 178 0 98 143
a 166 73 0 74 67
a 166 182 0 69 125
a 166 41 0 96 78
a 177 36 0 6505 200
a 177 86 0 45 65
a 177 216 0 77 59
a 177 277 0 14 76
a 177 160 0 68 59
a 177 121 0 89 14
a 217 226 0 6505 200
a 217 32 0 65 42
a 217 235 0 85 189
a 217 232 0 75 15
a 217 30 0 61 173
a 217 28 0 78 90
a 217 151 0 52 18
a 217 287 0 60 169
a 217 254 0 62 167
a 217 75 0 28 11
a 226 230 0 6505 200
a 226 300 0 6505 144
a 226 236 0 90 67
a 226 239 0 16 196
a 226 197 0 69 156
a 226 188 0 61 118
a 226 12 0 99 51
a 226 26 0 82 157
a 226 97 0 15 16
a 226 81 0 58 36
a 230 61 0 6505 128
a 230 16 0 47 112
a 230 37 0 65 166
a 230 291 0 16 141
a 240 52 0 6505 7
a 240 160 0 99 94
a 240 18 0 29 86
a 240 190 0 29 147
a 245 44 0 6505 200
a 245 281 0 57 29
a 245 68 0 98 90
a 245 197 0 63 184
a 245 57 0 77 2
a 247 18 0 6505 70
a 247 153 0 60 133
a 247 271 0 63 98
a 247 261 0 44 120
a 247 57 0 28 114
a 247 68 0 18 32
a 247 256 0 40 166
a 247 35 0 20 44
a 247 94 0 11 125
a 264 148 0 6505 104
a 264 200 0 50 189
a 268 51 0 6505 200
a 268 80 0 76 36
a 268 218 0 35 190
a 268 79 0 39 124
a 268 105 0 42 148
a 268 48 0 27 126
a 268 24 0 97 187
a 268 29 0 56 187
a 283 264 0 6505 20
a 283 198 0 48 80
a 283 182 0 15 195
a 283 291 0 54 145
a 283 50 0 37 99
a 283 186 0 37 191
a 290 158 0 6505 25
a 290 278 0 28 158
a 290 170 0 78 59
a 290 19 0 97 49
a 290 123 0 73 38
a 290 147 0 17 79
a 290 136 0 66 120
a 290 107 0 92 130
a 290 80 0 58 6
a 290 291 0 100 148
a 290 69 0 30 139
a 8 159 0 16047 180
a 8 228 0 36 171
a 10 190 0 16047 68
a 10 13 0 79 122
a 10 184 0 99 185
a 10 211 0 35 104
a 10 276 0 93 95
a 10 139 0 61 107
a 10 86 0 86 74
a 16 289 0 16047 200
a 16 175 0 94 16
a 20 93 0 16047 200
a 20 196 0 43 130
a 21 59 0 16047 200
a 21 278 0 59 109
a 21 55 0 78 85
a 21 133 0 69 83
a 21 63 0 78 121
a 25 252 0 16047 57
a 25 250 0 51 166
a 25 17 0 43 168
a 25 152 0 67 194
a 25 56 0 11 45
a 25 267 0 97 76
a 25 83 0 47 98
a 25 77 0 100 92
a 31 204 0 16047 4
a 31 264 0 20 154
a 31 41 0 29 129
a 31 298 0 41 128
a 45 153 0 16047 76
a 45 137 0 37 90
a 45 271 0 54 26
a 45 85 0 46 115
a 45 285 0 37 162
a 45 168 0 58 56
a 45 253 0 21 198
a 45 232 0 17 49
a 45 20 0 86 134
a 45 290 0 91 70
a 47 10 0 16047 200
a 47 37 0 40 125
a 47 271 0 87 162
a 47 81 0 34 102
a 47 270 0 96 166
a 47 70 0 65 168
a 47 76 0 88 73
a 47 256 0 20 157
a 47 249 0 76 172
a 47 130 0 44 145
a 48 279 0 16047 185
a 48 127 0 53 47
a 48 102 0 77 49
a 48 153 0 82 185
a 48 287 0 76 186
a 48 274 0 67 27
a 48 228 0 58 87
a 48 241 0 33 173
a 48 70 0 39 105
a 48 46 0 33 14
a 55 206 0 16047 200
a 55 24 0 82 34
a 55 184 0 35 129
a 55 245 0 90 174
a 55 288 0 68 14
a 55 22 0 88 23
a 55 103 0 39 36
a 59 16 0 16047 200
a 59 91 0 64 22
a 59 40 0 50 79
a 59 195 0 37 93
a 59 39 0 88 41
a 93 191 0 16047 134
a 93 229 0 81 29
a 93 248 0 90 149
a 93 146 0 14 197
a 93 253 0 30 156
a 93 55 0 51 117
a 103 265 0 16047 89
a 103 55 0 87 29
a 103 121 0 18 64
a 103 299 0 19 116
a 103 61 0 100 85
a 103 92 0 78 21
a 103 130 0 11 181
a 123 180 0 16047 200
a 123 298 0 16047 200
a 123 55 0 65 41
a 123 201 0 24 104
a 123 290 0 71 165
a 123 139 0 61 200
a 123 50 0 17 30
a 123 252 0 26 174
a 123 64 0 69 38
a 127 224 0 16047 200
a 127 238 0 40 193
a 127 119 0 39 104
a 127 87 0 74 12
a 127 54 0 70 65
a 127 240 0 48 14
a 127 78 0 23 174
a 127 191 0 67 170
a 127 231 0 96 141
a 127 84 0 44 196
a 127 76 0 47 37
a 129 127 0 16047 7
a 129 237 0 66 189
a 129 88 0 18 2
a 129 97 0 83 193
a 129 212 0 30 39
a 129 241 0 60 145
a 151 129 0 16047 200
a 151 68 0 44 109
a 151 108 0 64 157
a 151 53 0 74 45
a 151 246 0 71 185
a 151 64 0 62 136
a 151 101 0 80 46
a 151 243 0 41 17
a 153 25 0 16047 200
a 153 130 0 83 2
a 154 123 0 16047 40
a 154 54 0 76 123
a 155 253 0 16047 52
a 155 284 0 11 90
a 155 288 0 58 180
a 155 93 0 82 109
a 159 256 0 16047 200
a 159 59 0 83 36
a 159 198 0 50 183
a 159 215 0 18 66
a 159 101 0 88 177
a 159 236 0 76 60
a 159 282 0 93 144
a 173 215 0 16047 200
a 173 37 0 32 187
a 173 65 0 71 176
a 173 153 0 41 149
a 173 287 0 53 167
a 173 122 0 74 122
a 173 146 0 68 57
a 173 200 0 16 111
a 173 195 0 18 167
a 173 278 0 45 108
a 173 218 0 23 94
a 174 276 0 16047 6
a 174 247 0 82 113
a 174 109 0 64 120
a 174 147 0 91 149
a 174 203 0 92 129
a 174 175 0 48 44
a 174 10 0 47 127
a 174 22 0 57 167
a 174 134 0 68 106
a 174 100 0 95 72
a 180 151 0 16047 200
a 180 80 0 56 62
a 180 178 0 41 159
a 180 154 0 72 165
a 180 120 0 48 72
a 180 232 0 20 59
a 180 250 0 84 53
a 190 103 0 16047 121
a 190 64 0 59 111
a 190 224 0 88 187
a 190 166 0 11 200
a 190 179 0 78 115
a 190 261 0 41 141
a 190 277 0 85 90
a 190 83 0 79 25
a 190 59 0 45 196
a 190 18 0 39 106
a 191 31 0 16047 129
a 191 185 0 69 47
a 191 22 0 17 132
a 204 154 0 16047 90
a 204 22 0 64 130
a 204 142 0 66 55
a 204 239 0 12 13
a 204 89 0 60 139
a 204 276 0 61 115
a 205 209 0 16047 40
a 205 53 0 35 91
a 205 30 0 58 48
a 205 298 0 46 196
a 205 172 0 76 189
a 206 223 0 16047 200
a 206 28 0 80 124
a 206 287 0 22 179
a 206 104 0 71 52
a 206 124 0 49 177
a 206 176 0 65 170
a 206 156 0 86 56
a 206 248 0 95 24
a 206 133 0 75 16
a 206 229 0 76 16
a 209 231 0 16047 175
a 209 92 0 28 199
a 215 45 0 16047 200
a 215 237 0 96 9
a 215 216 0 78 137
a 215 180 0 38 152
a 215 69 0 69 15
a 215 20 0 43 35
a 215 16 0 91 101
a 223 155 0 16047 126
a 223 221 0 58 126
a 223 156 0 32 3
a 223 281 0 62 180
a 223 114 0 15 126
a 223 182 0 73 52
a 223 172 0 78 174
a 223 300 0 56 19
a 223 239 0 35 92
a 224 173 0 16047 145
a 224 74 0 31 194
a 231 21 0 16047 127
a 231 127 0 96 153
a 231 34 0 89 57
a 231 137 0 16 52
a 237 243 0 16047 200
a 237 140 0 92 53
a 237 115 0 31 135
a 237 272 0 68 72
a 237 118 0 64 139
a 237 113 0 83 137
a 237 167 0 80 104
a 237 215 0 19 61
a 243 174 0 16047 133
a 243 59 0 76 152
a 243 56 0 53 44
a 243 113 0 97 136
a 243 146 0 16 90
a 243 292 0 50 194
a 243 78 0 57 137
a 252 285 0 16047 200
a 252 147 0 30 30
a 252 247 0 86 173
a 252 267 0 55 21
a 252 52 0 28 156
a 252 142 0 83 67
a 252 90 0 10 66
a 253 20 0 16047 6
a 253 58 0 79 75
a 253 61 0 12 118
a 253 276 0 33 12
a 253 145 0 58 43
a 253 200 0 67 93
a 253 194 0 73 172
a 253 137 0 83 114
a 256 55 0 16047 200
a 256 225 0 16 103
a 256 159 0 91 105
a 256 41 0 11 119
a 265 237 0 16047 200
a 265 160 0 60 147
a 265 134 0 63 59
a 265 49 0 82 119
a 276 295 0 16047 200
a 276 290 0 98 13
a 276 175 0 97 75
a 276 35 0 63 36
a 276 192 0 57 200
a 276 257 0 71 62
a 276 293 0 27 187
a 276 96 0 16 146
a 276 256 0 35 95
a 279 205 0 16047 200
a 279 156 0 36 24
a 279 74 0 93 80
a 279 101 0 80 17
a 285 48 0 16047 155
a 285 61 0 40 55
a 285 280 0 50 110
a 285 27 0 29 31
a 285 151 0 31 125
a 289 47 0 16047 200
a 289 100 0 55 20
a 289 248 0 34 61
